AT,BE,BG,CH,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MK,NL,NO1,NO2,NO3,NO4,NO5,PL,PT,RO,RS,SE,SI,SK,BA,time,hour,dayofweek,month
5755.3,8312.785,4114.0,6691.94,8270.86,46098.0725,3424.24,952.7,29906.0,8543.1,42279.0,39119.66667,6289.62,2374.0,4235.105,3534.59,42736,1581.07,406.2875,922.0,722.0,10794.32,2744.66,3258.9,2523.31,1979.15,1574.15,22215.55,4925.5,7210.0,4400.0,14745.0,1715.03,3593.0,1448.97,10/06/2019 13:00,13,0,6
5817.233333,8566.33,3991.0,6552.07,8235.08,46569.47,3486.73,924.2,29709.0,8499.9,41223.0,38862.16667,6249.84,2352.0,4322.8225,3552.75,43030,1537.84,403.7775,886.0,673.0,11268.1775,2671.95,3266.91,2533.14,1944.25,1576.11,22017.05,4831.2,7121.0,4332.0,14539.0,1691.8,3558.0,1431.19,10/06/2019 14:00,14,0,6
6033.425,9018.16,4091.0,6340.5,8077.39,47884.9775,3805.77,897.4,29517.0,8404.9,41247.0,40338.33333,6254.55,2325.0,4384.395,3573.46,42021,1504.51,392.6675,870.0,652.0,12156.55,2628.32,3423.06,2504.44,1960.33,1568.22,21831.96,4822.8,7026.0,4310.0,14622.0,1692.95,3501.0,1367.0,10/06/2019 15:00,15,0,6
6217.883333,9231.4825,4124.0,5771.06,7854.59,48976.8575,3805.26,892.2,29109.0,8452.8,42987.0,40262.16667,6239.05,2305.0,4490.0,3674.175,40930,1475.14,395.7975,850.0,643.0,12484.005,2611.3,3419.5,2513.4,1940.79,1575.6,21544.28,4839.0,7051.0,4207.0,14339.0,1757.1,3476.0,1329.93,10/06/2019 16:00,16,0,6
6117.925,8952.5175,4099.0,5726.31,7832.12,48508.9675,3626.28,897.7,28825.0,8445.6,44416.0,39846.66667,6342.16,2310.0,4582.225,3622.585,40610,1446.78,419.0825,839.0,641.0,12452.44,2593.52,3379.81,2547.88,1903.14,1552.33,21518.43,4986.2,7106.0,4256.0,14053.0,1769.3,3485.0,1289.05,10/06/2019 17:00,17,0,6
6091.316667,8806.795,4119.0,5620.67,7628.73,47087.52,3446.0,869.1,29219.0,8076.4,42993.0,38333.33333,6519.02,2353.0,4673.845,3458.79,39328,1415.74,421.1675,806.0,699.0,12337.72,2612.8,3442.91,2520.04,1871.5,1625.18,21520.25,5209.0,7235.0,4445.0,13784.0,1752.62,3479.0,1361.37,10/06/2019 18:00,18,0,6
6056.658333,8546.75,3943.0,5466.07,7502.7,46937.9625,3290.4,828.8,29670.0,8065.9,42370.0,36402.5,6086.02,2437.0,4764.7575,3301.53,39064,1370.46,438.13,775.0,706.0,12159.325,2589.23,3373.04,2543.89,1897.6,1529.5,21201.53,5332.9,6919.0,4626.0,13463.0,1721.56,3443.0,1418.65,10/06/2019 19:00,19,0,6
6034.758333,8664.8975,3671.0,5448.07,7130.18,46397.255,3210.22,785.1,28832.0,7925.9,44826.0,33946.66667,5760.11,2325.0,4433.96,3171.825,36047,1262.22,423.44,724.0,708.0,12022.7275,2509.01,3329.36,2503.52,1862.73,1550.4,20067.75,5515.4,6339.0,4400.0,12990.0,1585.55,3205.0,1290.04,10/06/2019 20:00,20,0,6
5621.516667,8238.3225,3313.0,5443.04,6678.34,42795.58,3016.31,706.3,26426.0,7565.8,45932.0,31185.66667,5289.57,2043.0,4077.4325,3019.815,32805,1155.7,420.3175,642.0,655.0,11406.355,2416.19,3307.56,2456.31,1897.28,1532.58,18539.69,5338.3,5849.0,4064.0,12271.0,1470.66,3024.0,1209.96,10/06/2019 21:00,21,0,6
5331.516667,7712.5275,3085.0,5215.35,6278.71,40927.6975,2856.49,666.3,25291.0,7302.1,42547.0,27778.0,4942.54,1764.0,3789.34,2808.09,29868,1084.59,446.67,596.0,556.0,10649.325,2260.3,3223.0,2158.86,1852.66,1471.86,17324.44,4936.0,5601.0,3636.0,11391.0,1334.14,2892.0,1077.26,10/06/2019 22:00,22,0,6
5064.625,7504.7725,2970.0,5253.16,6234.24,39535.3825,2733.3,648.2,24104.0,7007.4,40009.0,25410.83333,4737.5,1618.0,3621.8325,2567.225,28257,1054.12,411.7125,571.0,488.0,10274.2325,2302.28,3186.33,2134.74,1828.83,1418.76,16691.85,4661.6,5512.0,3212.0,11071.0,1294.97,2771.0,962.75,10/06/2019 23:00,23,0,6
4967.85,7375.565,2909.0,5922.07,6053.7,38770.0325,2702.6,636.6,23200.0,6903.6,38577.0,23935.33333,4605.87,1541.0,3509.9425,2433.155,27365,1042.57,388.655,565.0,450.0,10075.715,2312.16,3124.68,2257.29,1788.84,1413.25,16281.13,4437.7,5458.0,2983.0,10846.0,1285.28,2713.0,917.22,11/06/2019 00:00,0,1,6
4848.175,7257.985,2918.0,6166.68,5984.01,38782.355,2738.56,612.7,22795.0,6848.9,36366.0,22965.5,4573.28,1519.0,3490.14,2296.885,26981,1022.78,370.6625,549.0,431.0,9970.5975,2252.03,3107.7,2303.9,1794.03,1429.02,16213.88,4353.1,5488.0,2849.0,10528.0,1260.0,2705.0,891.7,11/06/2019 01:00,1,1,6
4997.775,7353.2725,3004.0,6111.79,5999.4,40276.475,2769.8,636.4,22706.0,7105.6,36008.0,22068.33333,4687.81,1533.0,3549.1875,2246.265,26961,1051.83,365.465,578.0,433.0,10041.2725,2220.12,3078.59,2291.69,1788.52,1420.98,15876.66,4300.0,5356.5,2898.0,10462.0,1265.01,2729.0,873.35,11/06/2019 02:00,2,1,6
5537.375,7666.65,3307.0,6052.59,6274.49,44671.315,2947.92,742.4,23046.0,7767.6,38283.0,21607.33333,4839.31,1545.0,3876.9975,2232.875,27534,1244.49,370.7725,676.0,429.0,10276.175,2410.73,3225.12,2362.21,1796.71,1490.25,16311.63,4271.9,5950.0,2974.0,11023.0,1312.18,2809.0,898.82,11/06/2019 03:00,3,1,6
6684.741667,8534.225,3668.0,5952.87,7370.37,52910.0975,3521.13,865.4,24768.0,8293.0,42436.0,22555.66667,5423.78,1846.0,4712.1175,2251.495,31088,1435.27,381.14,801.0,474.0,11229.99,2684.06,3504.88,2402.32,1942.45,1515.9,18912.2,4292.1,6690.0,3411.0,12738.0,1590.35,3233.0,1062.06,11/06/2019 04:00,4,1,6
7715.975,9576.1425,3984.0,5640.2,7949.17,59271.1475,4165.55,974.4,27223.0,8625.2,47633.0,26448.0,6091.66,2170.0,5157.75,2514.365,36667,1568.23,403.22,917.0,539.0,12774.825,3258.36,3854.36,2706.66,2068.91,1629.52,21258.39,4478.3,7223.0,3960.0,14087.0,1734.14,3468.0,1206.72,11/06/2019 05:00,5,1,6
8164.0,10088.5775,4137.0,6274.73,8309.83,61895.3775,4415.27,1003.6,29351.0,8746.3,50735.0,32559.5,6599.99,2334.0,5257.73,3054.365,41439,1641.26,440.43,964.0,606.0,13929.305,3377.46,3776.14,2737.04,2114.32,1731.09,22449.2,5101.8,7388.0,4297.0,14720.0,1762.89,3573.0,1259.84,11/06/2019 06:00,6,1,6
8252.991667,10306.9625,4079.0,6726.58,8470.79,63496.765,4458.56,1002.8,30299.0,8736.3,52342.0,35640.66667,6897.64,2414.0,5363.0825,3474.22,43310,1675.3,502.8825,986.0,636.0,14096.5525,3471.68,3678.53,2613.56,2093.29,1634.39,22927.14,5801.7,7208.5,4437.0,15139.0,1776.32,3670.0,1373.6,11/06/2019 07:00,7,1,6
8302.65,10299.24,4060.0,6880.27,8441.17,65095.2625,4552.09,1002.0,30946.0,8769.6,52882.0,36238.5,7130.41,2443.0,5461.95,3561.4,44119,1689.88,551.115,988.0,664.0,13742.6525,3355.46,3675.41,2721.46,2062.57,1640.5,22993.79,6126.6,7494.0,4467.0,15276.0,1788.47,3654.0,1320.46,11/06/2019 08:00,8,1,6
8533.616667,10458.24,4015.0,7067.08,8591.11,66762.79,4545.93,1014.6,31286.0,8782.1,53537.0,36609.83333,7254.16,2550.0,5545.66,3575.07,44622,1687.5,554.3,967.0,680.0,13288.085,3297.35,3700.79,2686.3,2061.6,1592.77,23409.33,6225.6,7214.0,4534.0,15212.0,1826.36,3699.0,1186.56,11/06/2019 09:00,9,1,6
8359.8,10350.2225,4110.0,7349.07,8728.75,66562.65,4481.66,1049.3,31647.0,8793.6,54187.0,37810.5,7244.18,2600.0,5625.5025,3564.965,42907,1715.96,564.7525,1001.0,690.0,12920.2425,3317.58,3731.19,2725.27,2087.06,1562.64,23465.74,6330.1,7564.0,4545.0,15191.0,1839.27,3717.0,1306.08,11/06/2019 10:00,10,1,6
8366.616667,10274.505,4099.0,6956.54,8685.37,65650.805,4529.48,1033.2,31614.0,8733.5,53338.0,37590.5,7005.42,2579.0,5626.065,3593.23,42753,1704.51,578.785,999.0,699.0,12883.33,3304.56,3741.51,2732.62,2073.04,1553.91,23456.15,6194.7,7562.0,4547.0,15286.0,1853.82,3705.0,1342.87,11/06/2019 11:00,11,1,6
8329.433333,10383.99,4105.0,6995.19,8523.71,64108.785,4474.73,1016.7,30592.0,8691.0,52353.0,37399.66667,6625.49,2526.0,5649.35,3586.245,44020,1682.56,588.5075,985.0,763.0,12814.985,3188.88,3822.52,2754.5,2058.96,1581.24,23170.33,6132.5,7445.0,4479.0,15061.0,1806.66,3627.0,1418.35,11/06/2019 12:00,12,1,6
8283.958333,10261.5,4051.0,6937.67,8510.28,63664.74,4334.2,988.6,30058.0,8617.0,50954.0,36255.16667,6471.71,2480.0,5705.535,3496.935,44526,1653.89,585.0425,971.0,738.0,12876.8275,3326.93,3697.29,2726.93,2009.22,1545.12,23027.54,6279.3,7362.0,4385.0,14825.0,1787.68,3573.0,1418.48,11/06/2019 13:00,13,1,6
8243.141667,10220.5125,4035.0,6837.91,8440.79,62396.645,4276.48,968.0,29910.0,8588.9,49575.0,36368.83333,6469.65,2443.0,5704.335,3500.145,44905,1614.08,585.09,939.0,680.0,13056.28,3271.86,3618.04,2664.27,2044.89,1548.09,22777.18,6325.5,7305.0,4322.0,14674.0,1760.64,3561.0,1362.27,11/06/2019 14:00,14,1,6
8270.341667,10458.2875,4104.0,6685.75,8273.53,62486.19,4495.09,941.1,29846.0,8417.9,48947.0,38279.0,6455.48,2422.0,5734.575,3543.87,43809,1578.7,576.29,919.0,653.0,13413.985,3176.37,3646.3,2671.32,1981.12,1520.35,22487.05,6346.8,7215.0,4265.0,14759.0,1775.82,3492.0,1292.52,11/06/2019 15:00,15,1,6
8199.516667,10499.21,4186.0,6453.45,8004.42,62215.785,4355.88,923.0,29550.0,8480.4,50094.0,40147.5,6429.74,2388.0,5725.23,3622.96,42850,1548.25,562.795,891.0,640.0,13344.305,3168.87,3504.12,2641.63,2004.64,1529.01,22202.9,6176.4,7145.0,4256.0,14429.0,1771.01,3439.0,1296.94,11/06/2019 16:00,16,1,6
7791.433333,10269.125,4089.0,6498.13,7938.51,61139.3025,4092.0,915.8,29603.0,8461.0,50956.0,39595.0,6499.94,2386.0,5731.5675,3589.335,42267,1517.21,558.83,878.0,648.0,13340.035,3225.63,3477.58,2679.41,1987.2,1488.6,22190.48,6136.3,7194.0,4265.0,14300.0,1804.81,3460.0,1262.68,11/06/2019 17:00,17,1,6
7428.825,9868.7325,4150.0,6320.52,7741.66,58672.94,3861.71,893.3,29881.0,8136.2,48378.0,38696.66667,6648.3,2438.0,5660.57,3450.23,41086,1479.07,574.8025,852.0,698.0,13184.63,3250.61,3509.59,2677.65,1970.96,1467.34,21929.63,6210.7,7372.0,4437.0,14118.0,1774.8,3461.0,1346.06,11/06/2019 18:00,18,1,6
7158.541667,9541.7825,4013.0,6074.66,7624.57,56701.3825,3654.97,838.9,29945.0,8081.2,46633.0,36864.66667,6182.92,2482.0,5645.6775,3340.22,40383,1438.56,585.35,814.0,707.0,12926.915,3185.0,3459.83,2668.13,1946.69,1450.22,21742.46,6198.3,7028.0,4624.0,13621.0,1684.78,3393.0,1449.89,11/06/2019 19:00,19,1,6
6797.591667,9621.8875,3670.0,5983.69,7367.72,54509.76,3417.92,788.9,29053.0,7955.3,48191.0,34791.83333,5813.67,2336.0,5303.9075,3242.625,37205,1340.75,552.88,753.0,717.0,12766.21,3055.2,3405.64,2640.92,1944.83,1434.43,20695.51,6292.0,6424.0,4404.0,13168.0,1544.51,3174.0,1293.92,11/06/2019 20:00,20,1,6
6190.958333,9167.745,3289.0,5843.36,6878.72,51026.8925,3168.37,725.5,26849.0,7572.9,48948.0,30654.0,5299.55,2040.0,5040.575,3117.055,33983,1219.46,520.79,677.0,663.0,12243.79,2844.5,3303.75,2520.25,1872.87,1385.7,18916.46,6013.5,5908.0,4059.0,12639.0,1463.08,2989.0,1213.22,11/06/2019 21:00,21,1,6
5880.166667,8603.9275,3057.0,5459.5,6489.65,47894.47,2990.34,687.4,25696.0,7272.7,45070.0,28035.33333,4931.05,1764.0,4691.86,2841.825,31132,1132.26,510.74,621.0,569.0,11439.8075,2631.1,3177.52,2479.23,1885.37,1354.47,17750.49,5504.2,5705.0,3675.0,11707.0,1356.7,2868.0,1128.56,11/06/2019 22:00,22,1,6
5583.3,8224.625,2963.0,5441.54,6427.56,46162.8475,2922.26,667.7,24471.0,7055.5,42201.0,24909.33333,4756.75,1613.0,4444.065,2583.81,29268,1098.42,476.585,605.0,491.0,10861.705,2444.89,3093.81,2418.1,1839.07,1281.14,17025.7,5005.9,5579.0,3232.0,11413.0,1305.32,2743.0,949.15,11/06/2019 23:00,23,1,6
5451.7,7957.6425,2929.0,6050.38,6228.53,45568.6175,2868.69,653.3,23460.0,6946.5,40735.0,24144.33333,4635.68,1550.0,4254.28,2425.82,28324,1087.04,446.315,588.0,449.0,10599.335,2426.31,3081.41,2374.55,1830.81,1254.95,16579.65,4805.0,5540.0,2984.0,11336.0,1255.97,2689.0,862.12,12/06/2019 00:00,0,2,6
5329.65,7930.4275,2924.0,6228.65,6150.11,45735.795,2810.29,628.2,23215.0,6935.9,38728.0,23240.66667,4529.58,1532.0,4193.9925,2325.58,27855,1068.3,426.3275,563.0,433.0,10514.125,2452.46,2981.31,2361.3,1834.99,1241.94,16505.04,4635.7,5607.0,2903.0,11283.0,1267.74,2684.0,828.19,12/06/2019 01:00,1,2,6
5413.675,7905.11,3028.0,6315.01,6128.13,46357.105,2875.2,653.3,23139.0,7149.2,38092.0,22665.66667,4649.83,1541.0,4223.95,2279.92,28055,1102.07,419.8925,590.0,435.0,10517.31,2419.37,3044.15,2356.61,1889.05,1208.97,16152.9,4588.2,5577.0,2860.0,11280.0,1280.44,2712.0,828.81,12/06/2019 02:00,2,2,6
5954.483333,8176.35,3322.0,5973.44,6361.3,48910.825,3067.85,758.3,23593.0,7863.5,39596.0,22357.5,4891.18,1550.0,4419.2925,2283.915,28604,1284.77,418.295,689.0,433.0,10677.15,2491.85,3094.22,2421.65,1900.3,1243.34,16604.8,4549.3,5986.0,2965.0,11997.0,1336.34,2816.0,876.54,12/06/2019 03:00,3,2,6
7091.558333,8988.8025,3666.0,5415.7,7411.61,56291.2475,3565.01,878.6,25190.0,8386.0,43070.0,23270.0,5454.65,1837.0,5071.9725,2290.555,32018,1465.33,432.93,816.0,488.0,11469.905,2938.08,3374.3,2504.82,1934.93,1319.59,19396.38,4558.1,6758.0,3398.0,13529.0,1582.33,3195.0,1039.09,12/06/2019 04:00,4,2,6
8044.583333,10132.585,3989.0,5822.66,8045.79,61742.8275,4158.9,969.1,27644.0,8518.3,47727.0,27662.5,6115.3,2143.0,5459.7775,2490.775,37286,1620.1,454.2925,935.0,554.0,12815.31,3405.53,3679.85,2657.91,2106.73,1443.05,21720.41,4649.4,7248.0,3946.0,14735.0,1699.19,3475.0,1232.32,12/06/2019 05:00,5,2,6
8357.45,10796.5275,4127.0,6611.67,8361.18,64680.825,4449.63,996.9,29694.0,8683.8,51107.0,33743.83333,6668.27,2317.0,5541.1325,2975.855,42155,1703.49,475.6175,997.0,615.0,13782.25,3575.49,3746.79,2720.83,2160.25,1509.1,22908.61,5232.3,7435.0,4242.0,15263.0,1766.64,3604.0,1345.16,12/06/2019 06:00,6,2,6
8473.408333,11158.585,4150.0,7039.07,8570.0,66068.0175,4532.67,992.6,30568.0,8720.2,52806.0,37253.5,6964.15,2404.0,5614.615,3414.245,44242,1723.93,538.4825,1015.0,655.0,14187.395,3624.21,3719.66,2682.35,2110.56,1521.67,23330.26,5951.3,7455.0,4397.0,15177.0,1744.69,3710.0,1403.7,12/06/2019 07:00,7,2,6
8547.816667,11179.4625,4191.0,7153.4,8568.02,68160.6025,4609.42,992.4,31092.0,8784.2,53111.0,39481.5,7136.35,2442.0,5667.1175,3537.12,45216,1727.23,588.46,1014.0,671.0,14489.6875,3656.66,3789.25,2668.64,2052.28,1514.49,23397.11,6186.6,7445.0,4466.0,15596.0,1790.96,3671.0,1324.66,12/06/2019 08:00,8,2,6
8695.183333,11347.8325,4178.0,7144.94,8722.29,70660.8475,4573.08,984.7,31470.0,8795.7,53536.0,39602.5,7292.95,2549.0,5713.9525,3569.195,45269,1720.75,600.5725,1001.0,696.0,14953.52,3669.15,3808.79,2672.32,2023.56,1499.42,23684.9,6245.7,7541.0,4585.0,15557.0,1828.92,3716.0,981.01,12/06/2019 09:00,9,2,6
8499.816667,11263.8125,4233.0,7209.56,8776.22,69775.2075,4395.79,1003.7,31983.0,8712.8,53934.0,40755.83333,7319.81,2610.0,5797.9875,3588.085,43548,1740.64,618.19,1027.0,744.0,15056.945,3595.39,3836.88,2625.54,2050.75,1548.34,23740.4,6398.4,7578.0,4656.0,15636.0,1839.08,3763.0,1041.76,12/06/2019 10:00,10,2,6
8474.183333,11031.2575,4223.0,6749.3,8729.03,68389.225,4424.84,993.6,31943.0,8726.4,53327.0,41221.66667,7114.94,2591.0,5784.3525,3618.925,43611,1724.99,609.485,1016.0,750.0,15181.815,3591.12,3841.59,2705.12,2151.73,1474.76,23717.54,6232.0,7550.0,4643.0,15917.0,1844.79,3751.0,1034.37,12/06/2019 11:00,11,2,6
8387.85,10640.2025,4213.0,6705.66,8601.82,67426.73,4425.6,983.0,30877.0,8695.0,51869.0,40446.16667,6845.45,2546.0,5802.3925,3582.065,44686,1706.9,568.295,992.0,839.0,14853.3025,3636.72,3738.14,2651.11,1952.81,1530.46,23307.3,6140.9,7540.0,4595.0,15713.0,1787.84,3679.0,1040.7,12/06/2019 12:00,12,2,6
8288.491667,10280.565,4173.0,6522.35,8595.06,66129.17,4324.61,958.6,30365.0,8602.6,50215.0,40473.33333,6640.11,2504.0,5874.2275,3573.115,45081,1680.48,519.9175,971.0,827.0,14585.71,3720.65,3700.42,2673.75,1972.13,1500.31,23169.54,6273.2,7471.0,4484.0,15279.0,1777.9,3627.0,1062.7,12/06/2019 13:00,13,2,6
8212.75,10259.3675,4084.0,6437.15,8469.63,64679.975,4328.67,941.4,30225.0,8606.0,48612.0,40573.33333,6582.88,2466.0,5895.79,3573.325,45029,1625.43,528.055,937.0,737.0,14186.0575,3797.09,3698.31,2637.33,1865.78,1513.34,22772.76,6312.6,7376.0,4470.0,15193.0,1759.77,3604.0,1032.17,12/06/2019 14:00,14,2,6
8196.0,10447.2925,4147.0,6311.08,8259.99,63984.9875,4504.88,926.0,30227.0,8582.6,47867.0,41823.5,6557.25,2455.0,5934.07,3670.765,44026,1582.78,539.6475,915.0,724.0,14227.28,3776.96,3661.37,2528.01,1927.08,1488.02,22508.79,6332.5,7323.0,4414.0,15310.0,1741.27,3561.0,1019.07,12/06/2019 15:00,15,2,6
8063.366667,10452.495,4143.0,6184.48,8004.23,63146.5425,4373.16,913.0,29832.0,8627.7,48897.0,42106.83333,6511.47,2431.0,5921.0925,3764.07,42441,1548.46,531.9825,894.0,712.0,13788.0525,3679.38,3637.96,2453.7,1915.37,1473.65,22178.43,6202.8,7250.0,4379.0,14794.0,1788.84,3516.0,992.13,12/06/2019 16:00,16,2,6
7747.6,10162.02,4070.0,6184.43,7947.93,61785.05,4151.61,903.3,29716.0,8620.2,49470.0,41134.66667,6512.17,2421.0,5931.4225,3772.915,41726,1521.97,527.8625,871.0,702.0,13475.1775,3686.06,3643.85,2570.49,1891.12,1484.57,22135.13,6138.0,7258.0,4363.0,14500.0,1828.04,3525.0,967.08,12/06/2019 17:00,17,2,6
7477.4,9934.995,4137.0,6068.77,7743.88,59741.515,3921.31,865.9,29899.0,8278.3,46910.0,39410.16667,6669.54,2428.0,5821.9775,3627.76,40704,1483.08,540.2125,841.0,746.0,13233.8925,3699.15,3672.75,2527.62,1814.51,1486.94,21994.8,6199.0,7464.0,4537.0,14167.0,1814.44,3529.0,1007.36,12/06/2019 18:00,18,2,6
7287.391667,9517.15,4022.0,5840.76,7592.69,57292.0825,3729.93,829.1,30144.0,8329.9,45547.0,37224.66667,6285.6,2509.0,5813.8875,3467.9,40127,1450.4,544.58,816.0,766.0,12965.1475,3608.01,3658.49,2495.79,1909.52,1500.19,21722.79,6167.6,7209.0,4793.0,13851.0,1766.08,3456.0,1107.6,12/06/2019 19:00,19,2,6
6936.225,9565.8525,3920.0,5787.51,7303.03,54725.0925,3542.08,787.6,29351.0,8161.2,47820.0,35934.83333,5964.84,2406.0,5474.1025,3357.39,37228,1355.06,535.5625,760.0,782.0,12809.7325,3433.0,3508.03,2453.03,1782.66,1451.21,20673.09,6240.4,6545.0,4542.0,13034.0,1673.96,3268.0,1216.98,12/06/2019 20:00,20,2,6
6319.883333,9176.725,3286.0,5719.77,6834.09,51139.0075,3268.6,728.8,26976.0,7712.8,48628.0,33341.83333,5495.28,2121.0,5181.765,3165.9,34046,1234.11,512.97,673.0,744.0,12287.265,3174.38,3332.99,2443.43,1779.9,1407.03,19024.11,5967.8,6008.0,4216.0,12518.0,1543.36,3059.0,1139.73,12/06/2019 21:00,21,2,6
5927.55,8378.64,3030.0,5374.7,6419.34,47489.3125,3046.33,682.0,25866.0,7445.4,45208.0,29539.16667,5111.01,1831.0,4811.275,2864.395,31288,1153.64,519.1125,624.0,633.0,11439.98,2943.59,3267.44,2310.28,1692.67,1334.03,17833.83,5487.4,5779.0,3749.0,11887.0,1439.0,2936.0,1295.08,12/06/2019 22:00,22,2,6
5581.45,8086.0625,2928.0,5817.36,6362.72,45706.185,2869.7,659.5,24575.0,7273.6,42238.0,27061.16667,4917.51,1667.0,4645.4,2597.02,29334,1118.39,479.2,597.0,548.0,10843.2975,2756.09,3186.33,2326.6,1655.28,1297.71,17118.74,5125.1,5609.0,3312.0,11920.0,1355.36,2799.0,1227.78,12/06/2019 23:00,23,2,6
5466.725,7921.1875,2929.0,6254.35,6184.65,44699.705,2884.6,637.8,23683.0,7141.9,40821.0,25850.66667,4784.39,1593.0,4445.37,2461.425,28186,1109.55,406.715,594.0,514.0,10560.0925,2655.74,3111.08,2310.26,1640.33,1295.87,16701.74,4868.6,5554.0,3053.0,11663.0,1322.21,2737.0,1152.93,13/06/2019 00:00,0,3,6
5330.941667,7641.7975,2926.0,6428.06,6096.33,44709.86,2886.1,620.2,23303.0,7149.4,38580.0,23996.5,4691.71,1569.0,4360.2225,2335.18,27794,1088.53,367.4475,573.0,494.0,10421.2525,2634.97,3121.27,2292.52,1637.85,1289.9,16616.28,4719.7,5581.0,2896.0,11473.0,1316.93,2727.0,1158.37,13/06/2019 01:00,1,3,6
5382.8,7793.7125,3030.0,6624.76,6093.24,45940.405,2903.63,646.5,23189.0,7317.3,37827.0,22720.33333,4751.61,1579.0,4371.2975,2266.07,27783,1125.94,368.13,601.0,486.0,10470.7925,2604.51,3189.26,2247.67,1667.08,1301.49,16322.36,4657.1,5609.0,2861.0,11348.0,1321.84,2732.0,1194.51,13/06/2019 02:00,2,3,6
5849.925,7995.465,3331.0,6432.6,6392.51,48383.975,3072.05,762.2,23612.0,7958.5,39262.0,21540.66667,4913.6,1600.0,4533.2575,2287.765,28190,1313.8,360.945,717.0,489.0,10571.8925,2705.41,3187.4,2345.6,1703.4,1330.13,16665.56,4614.1,5971.0,3019.0,11925.0,1352.89,2830.0,1114.69,13/06/2019 03:00,3,3,6
6982.533333,8792.6925,3689.0,6527.07,7427.81,55112.475,3605.51,884.5,25183.0,8497.3,43136.0,23009.0,5528.11,1891.0,5185.035,2322.39,31451,1491.01,368.805,842.0,519.0,11401.63,3170.19,3530.3,2477.98,1784.3,1433.01,19272.61,4569.4,6721.0,3415.0,13573.0,1633.75,3218.0,856.09,13/06/2019 04:00,4,3,6
7911.358333,9638.75,4008.0,5637.68,7987.67,60463.4825,4158.87,996.7,27675.0,8826.7,47947.0,28785.0,6218.62,2201.0,5567.3475,2534.93,36864,1635.3,399.28,948.0,561.0,12760.1375,3596.11,3747.01,2653.69,1969.81,1637.93,21570.55,4601.7,7280.0,4006.0,14945.0,1748.44,3440.0,1011.08,13/06/2019 05:00,5,3,6
8254.758333,9948.87,4173.0,6130.67,8301.51,63476.8475,4358.25,1045.5,29648.0,8899.9,50630.0,35397.33333,6786.3,2383.0,5663.225,3053.65,41418,1731.18,437.2925,1011.0,610.0,13539.285,3798.98,3798.95,2710.84,1928.62,1615.69,22791.18,5134.6,7477.0,4328.0,15337.0,1790.13,3587.0,940.3,13/06/2019 06:00,6,3,6
8256.375,10144.64,4167.0,6456.84,8493.06,64657.6625,4452.32,1041.3,30448.0,8960.0,51849.0,39591.5,7171.83,2467.0,5770.5325,3490.69,43085,1742.12,500.935,1028.0,710.0,13684.9275,3731.22,3755.64,2665.84,1899.36,1632.8,23295.23,5816.4,7639.0,4511.0,15415.0,1791.59,3706.0,1003.34,13/06/2019 07:00,7,3,6
8339.866667,10202.67,4251.0,6557.65,8497.91,65065.705,4478.53,1028.1,30999.0,8964.0,52043.0,22128.33333,7509.76,2512.0,5845.1325,3642.175,43661,1745.66,539.07,1030.0,751.0,13548.0325,3676.17,3698.38,2700.0,1865.59,1596.88,23287.11,6036.3,7716.0,4630.0,15276.0,1826.4,3709.0,995.17,13/06/2019 08:00,8,3,6
8409.158333,10307.2275,4243.0,7297.94,8597.85,67250.605,4476.14,1003.6,31416.0,9035.4,52645.0,20692.16667,7741.3,2599.0,5946.46,3654.855,43885,1749.15,540.8625,1020.0,761.0,13439.83,3662.06,3708.1,2682.07,1812.6,1566.76,23573.34,6131.6,7734.0,4769.0,15374.0,1837.73,3725.0,1090.2,13/06/2019 09:00,9,3,6
8227.366667,10284.205,4351.0,8164.14,8698.54,67230.795,4374.14,1015.0,32020.0,9017.8,53026.0,23038.5,7807.18,2634.0,5993.1575,3703.005,42109,1753.03,532.3675,1041.0,791.0,13304.81,3709.85,3772.87,2616.09,1840.76,1547.2,23681.78,6260.6,7865.0,4872.0,15246.0,1880.42,3760.0,1006.24,13/06/2019 10:00,10,3,6
8224.291667,10296.3925,4343.0,8071.12,8662.59,66601.5425,4323.38,1010.7,32178.0,9011.4,52160.0,41920.33333,7651.51,2621.0,6009.1275,3708.545,42154,1739.68,543.8225,1042.0,814.0,13382.0625,3637.69,3723.67,2628.93,1815.62,1553.12,23527.09,6088.1,7802.0,4834.0,15208.0,1825.56,3733.0,1268.56,13/06/2019 11:00,11,3,6
8185.141667,10098.7875,4330.0,8088.81,8458.73,65395.2,4358.96,1019.5,31262.0,9011.3,51122.0,22974.83333,7383.84,2582.0,6017.3075,3672.005,43252,1712.97,547.99,1026.0,881.0,13373.1625,3657.8,3707.77,2726.28,1762.34,1564.16,23207.23,6037.7,7779.0,4813.0,15114.0,1764.15,3695.0,1039.76,13/06/2019 12:00,12,3,6
8145.733333,10108.045,4309.0,7852.78,8400.52,64062.8625,4232.97,1000.4,30748.0,8914.8,49667.0,22589.33333,7162.57,2511.0,6096.3275,3614.08,43679,1672.58,530.46,995.0,865.0,13396.5275,3616.5,3706.99,2743.49,1905.17,1584.7,23031.61,6149.0,7723.0,4770.0,15464.0,1752.17,3660.0,1115.86,13/06/2019 13:00,13,3,6
